reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
46d14597-6a83-45ac-b76b-81edc78d54ab,M Gibran,https://play-lh.googleusercontent.com/a/ACg8ocLMh7inUYwTPkN9k6KX7KNqglgwTFk7lnHgsTJHwxC1Z-cdGA=mo,"sementara 2 bintang dulu, kenapa saya mau login gak bisa dimenu aplikasi livin cuma ada 2 pilihan ""belum punya akun"" & punya kartu debet dan kartu kredit itu gimana bikin bingung orang saja, tolong bantuannya dan perlu perbaikan lagi hatus ada untuk menu login langsung ke aplikasi livin..",2,33,3.2.0,2026-01-19 23:15:38,"Halo Sahabat @M Gibran, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 dengan tekan 2 agar dapat dilakukan pengecekan. Tks~Irish",2026-01-20 06:04:28,3.2.0
65b1af62-6e8e-48f9-b69c-ed08e4b99943,Kirim kesini,https://play-lh.googleusercontent.com/a/ACg8ocKX7Q83zGJUs4jrfA-NizZ_WkV61ZBBTNY76iSvqBZ9oV-HDA=mo,"Masalah pada pencarian nama pada rekening tujuan yg sudah tersimpan, cuma bisa kata depan. Aplikasi sebelumnya ketik apa saja, maka akan muncul kata yg sama. ditambah aplikasi sdh gak kehitung brp kali force close dan sdh kesekian kalinya aplikasi log out jadi harus log in baru (sama seperti baru dload). *saya pake android Xiaomi 14 khusus banking aja yg menurut saya speknya gak jadi alasan utk penggunaan app ini. tlg kembalikan kenyamanan pengguna / nasabah seperti zaman sebelum Livin. trims",1,33,3.2.0,2026-01-31 10:36:37,"Halo Sahabat @Kirim kesini, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Cira

",2026-01-31 10:45:36,3.2.0
ea5d371e-6efb-4af3-8cde-b4eadd352398,Jessica Caramello,https://play-lh.googleusercontent.com/a/ACg8ocKly11JckcB_j9NbNaVIPjEv5if3L2ljFZu5Er54nAqwF-FHQ=mo,"Mengapa gak bisa login ke mbanking mandiri yaa saya memang belum bikin kartu fisiknya tapi saya udah buka tabungan online tapi pas saya logout mau login lagi kok gak bisa, kok malah opsinya kembali keawal yaitu buka tabungan/login dengan debit atau kredit . lah saya kan gabisa ngakses rekening digitalnya dong gabisa transaksi online dong kalo gitu. Ini gimana tolong solusinya",2,73,3.2.0,2025-12-09 18:58:46,,,3.2.0
a8505506-a47f-40c8-bb45-1de848923e19,Stinika Musamma,https://play-lh.googleusercontent.com/a/ACg8ocK4Lnd4gq7nXCQNuCANokaWh8KrH06bnbGegc0FFy_VxV2H0Q=mo,"Udah lama nahan, akhirnya terpaksa kasih rating bintang 1 juga. Karena belum ada perubahan juga. Login lama sekali, kalau perlu pembayaran cashless, sangat memakan waktu & memalukan. Dikira jaringan tidak stabil, padahal memang aplikasinya yang sangat lambat. Tolong segera diperbaiki!",1,1315,3.2.0,2025-11-16 22:17:03,"Halo Sahabat @Stinika Musamma, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Syarif",2025-11-16 22:21:58,3.2.0
981f84cc-6e43-4566-a33b-5f5c3056ff71,Asep Supriadi,https://play-lh.googleusercontent.com/a-/ALV-UjWugJ-k92DBOaFdCKG9lUpE3H82i4eelQfYiDtVJihXkfA7-yiC,"entah kenapa, setiap buka livin, selalu jaringan data drop, akhirnya loading terus gk masuk² menu livin. harus reset jaringan data, masuk mode pesawat atau restar hp, lalu matikan lagi mode pesawatnya, baru jaringan normal lagi, dan bisa masuk lovin. sangat mengganggu ketika butuh cepat transaksi mobile. padahal mbanking yg lain normal loh di hp saya. hanya livin saja yg seperti itu.",3,323,3.2.0,2025-11-25 19:34:01,"Halo Sahabat @asep supriadi, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Irish",2025-11-25 19:36:59,3.2.0
7b4b4a6c-2dcd-4b5a-ba6a-3c818c742c93,Fitri Fitri,https://play-lh.googleusercontent.com/a/ACg8ocIpnxmVylgr-NFUz7ti1qx5J7kv3I621Y6Hqdh-l386TtIReZxU=mo,"banyak sekali uang kecil di potongan, memang biaya perawatan kartu berapa kali dalam 1 bulan, bulan ini saya terpotong sampai 3 kali, yg pertama 5000, terus 6000, terus 6000 lagi, ini biaya apa si sebenernya, emang cm segitu tp kalo sering kayak gini terus bukan cuma saya aja kan banyak, lama lama gak jelas ni, terus saya juga pernah isi emoney, saldo livin ketarik tp emoney gak masuk saldo, di update gak ada saldo pending, disuruh hubungi call canter 14000, biaya pulsa bisa lebih dari isi emony",1,148,3.2.0,2025-12-05 02:48:39,"Halo Sahabat @Fitri Fitri, mohon maaf atas ketidaknyamanannya. Untuk perihal kendala yang dialami, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id agar dapat dilakukan pengecekan. Tks~Raka",2025-12-05 02:50:21,3.2.0
4c9871ee-617a-4f31-aaff-aed2c477303b,Kazen Arifin,https://play-lh.googleusercontent.com/a/ACg8ocLqvwFOzFZsg-kvuzuO2Gn7gkzTw8IVET8KMwpmSnX944WkLQ=mo,"3 hari terakhir ini, kami terus mencoba buka aplikasi tetap tidak bisa dibuka, ""tertulis jaringan bermasalh, silahkan mencoba kembali"", kami coba lgi di menit berikutnya dan jam berikutnya tetap tulisannya sama, mohon segera diperbaiki aplikasi ini, demi kenyamanan nasabah",2,0,3.2.0,2026-02-22 17:04:21,"Halo Sahabat @Kazen Arifin, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Gala",2026-02-22 17:08:17,3.2.0
c4a32c04-8f20-450b-982e-77eaa62d7849,ahmad Asdi,https://play-lh.googleusercontent.com/a-/ALV-UjVqPXWCdh4b0hj8adHK1c08SZ9q88gOnMB5tpdA0dooqIvi48m8,"livin mudah digunakan, tapi kekurangan nya setiap salah password harus mengulangi aktivasinya,harus dengan memakai password yg baru, alhasil jika setiap ganti password harus pakai password baru, makin pengguna sering lupa password. mohon untuk bisa pengulangan password yang pernah dipakai, agar tidak mudah salah.",3,28,3.2.0,2025-12-09 12:12:53,"Halo Sahabat @ahmad Asdi, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Momo",2025-12-09 12:37:01,3.2.0
f9f0e125-0a9f-486c-844c-15a9e475bdc6,habib,https://play-lh.googleusercontent.com/a-/ALV-UjWIpU43w754JVmgbY_CtItN749DDZo5DSiPtSCX_oal5P_G1Is,"kenapa aplikasi Livin itu berat bukanya ya. kalau karena spek hp, nyatanya yang lain bisa cepet. tp Livin bisa 5-10 menit loading nya. tolong dong min diperbaiki. bukan pengin membandingkan, cobalah lihat aplikasi bank yg lain yg lebih ringan bukanya",4,55,3.2.0,2025-11-29 12:48:46,"Halo Sahabat @Habib, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 dengan tekan 2 agar dapat dilakukan pengecekan. Tks~Irish",2025-11-29 12:59:04,3.2.0
d185e94d-da11-465a-881f-1bb695370a6f,Leni Fitri,https://play-lh.googleusercontent.com/a-/ALV-UjWDIcQj8L38nNVjSJBGByQnHYNvhjO6ytL6mMEuALS5zWFQlBNN,"Sorry to say kecewa skrg sama mandiri. mau transfer ke e-commerce pake biaya admin 1500 per transaksi padahal bank tujuan itu mandiri misal transfer ke doku merchant. Trus fakta lain nih ya, biaya bulanan ditarik lebih besar dari bank lain. Kebijakan seperti apa ini mengecewakan sekaleeeeeee !!",2,28,3.2.0,2025-12-17 10:54:36,"Halo Sahabat @Leni Fitri, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Risa",2025-12-17 10:58:38,3.2.0
8e2dcaf8-5a58-469c-b08e-bc671f1cb03b,Risha 04,https://play-lh.googleusercontent.com/a/ACg8ocIVMn2pFDV1YfKeWPHHH9pxRYZ5-dlztzBwX1UvcnYDHFniyOt0=mo,"Untuk aktivasi kartu saja tidak bisa lewat aplikasi tapi harus datang ke cabang, lalu buat apa ada bahasa ""bisa langsung aktifkan lewat m-banking""?! Dan saat mau coba buka rekening baru malah harus datang ke cabang juga.. Niat ingin membantu nasabah atau ingin mempersulit? Merasa sia-sia saya punya aplikasi ini di handphone, tidak ada gunanya.",1,3,3.2.0,2026-02-18 04:32:10,"Halo Sahabat @Risha 04, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Gala",2026-02-18 05:16:36,3.2.0
ff835b2f-b43f-4104-9bf8-49e5c12481e3,Athallah nafis Al-rasyid,https://play-lh.googleusercontent.com/a/ACg8ocKXLTEU6FRXtRTQvo_D0Ke5z6X2BE8RbkrxcXTGxkhXUQkq1Q=mo,"ini kenapa sudah seminggu aplikasi livin saya tidak bisa dibuka, ""Belum berhasil terhubung, kami sedang mengecek hal ini, silahkan coba beberapa saatlagi"" padahal di hp teman saya livin bisa dibuka, sudah seminggu seperti ini kapanpun dan dimanapun saya tidak bisa membukanya, saya kira karena kendala jaringan internet, tetapi tidak. Tolong diperbaiki sistemnya, sangat mengecewakan. Saya kasih bintang 1 dulu, nanti kalau sudah bisa saya update bintang 5.",1,9,3.2.0,2026-01-22 18:43:46,"Halo Sahabat @Athallah nafis Al-rasyid, mohon maaf atas ketidaknyamanannya. Terkait kendala Livin' by Mandiri, mohon mencoba kembali secara berkala. Jika masih terkendala mohon mengirimkan pesan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Romi",2026-01-22 18:48:41,3.2.0
b48e9fa3-6633-423b-b265-7630d6e3a2d0,Al Fahmi,https://play-lh.googleusercontent.com/a/ACg8ocKcqdUTG2retOfJOiYc_o0j4Xh1nLzyixUDOa3Z2CqKuTh2BQ=mo,"buka rekening sampai percobaan 4 kali di aplikasi, dari tanggal 8 januari januari sampai 26 januari g pernah berhasil, alesannya akan selalu kami proses, tapi tidak pernah berhasil, entah itu sukses atau dapet tanggapan lain. Saya belum pernah ke cabangnya sih, cuman mendaftar lewat aplikasi saja, tapi tetap ngeselin, ribet ribet. padahal temen saya yg barengan daftar pada tanggal 8 saat itu juga langsung berhasil",1,9,3.2.0,2026-01-26 17:21:28,"Hi Sahabat @Al Fahmi, mohon maaf atas ketidaknyamanannya. mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi mandiri call 14000 agar dapat dilakukan pengecekan. Tks~Mandala",2026-01-26 18:21:01,3.2.0
6a1ce573-85ba-4fcf-8ba8-6cd2db433235,Nur Eka,https://play-lh.googleusercontent.com/a-/ALV-UjWmqI8O2RjFPj0W1rVUXKoQdt0C33pQ__Wnx7-uc5lKtIHoZHs,"udah berapa kali setiap mau transaksi selalu gak bisa. entah kekmana. proses tidak bisa dilanjutkan, terus suruh otomatis jam padahal jam udah bener. kalau emang karena jaringan seharusnya dari awal login gak bisa. ini bisa sampai proses akhir, pas udah terakhir gak bisa. menyusahkan, orang butuh cepat untuk transaksi",1,7,3.2.0,2026-02-06 07:30:21,"Halo Sahabat @Nur Eka, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Vika",2026-02-06 07:49:04,3.2.0
d895811c-2580-423d-b7ad-2bd4bd22c637,Fanisa Amelia,https://play-lh.googleusercontent.com/a-/ALV-UjXFWgzxwfO07UhjxVnyaiI6LAbQxYiWLPpPWospe4GMGia1lR8,"sudah berapa hari ini livin bermasalah, setiap mau masuk ke apk nya selalu tampilan apk baru dan harus isi data dari awal, selesai masukan otp selalu mengatakan layanan tidak tersedia sementara. sedangkan sebagian besar uang saya ada di livin",2,0,3.2.0,2026-02-21 08:36:41,"Halo Sahabat @Fanisa Amelia, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Risa",2026-02-21 08:39:51,3.2.0
8fbb20e5-f4d3-4ff9-a16a-13feb61ecee2,della riana sari,https://play-lh.googleusercontent.com/a/ACg8ocKc_d0cKaqCf7tpey3v2QdoLlfDOEbg1zp4p8g42CXu1i1-bg=mo,kartu kredit expired dan dikirim ke alamat lama. tetapi YBS TIDAK LAGI BERADA DI ALAMAT LAMA!! notifikasi pengiriman terkirim! nasabah tidak merasa menerima kartu tersebut. telp 14000 malah disuruh kirim email sendiri. tidak memberikan solusi yang mudah! lain kali pilih kurir pengiriman yang amanah!!,1,0,3.2.0,2026-02-23 12:07:16,"Halo Sahabat @della riana sari, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 agar dapat dilakukan pengecekan. Tks~Vika",2026-02-23 12:10:24,3.2.0
768263d2-0ab5-4e5c-a75b-ec849c3b2160,Mahfuzo,https://play-lh.googleusercontent.com/a-/ALV-UjWLj-JkBKAu3wKoUxvy0pqfN3EBdsxcp4iDz-O7XOix1s0DtTzm,"saya pengguna baru, tapi merasa kurang nyaman. karna pulsa mengendap mandiri terlalu besar 100 ribu dan tidak bisa dipakai pembayaran digital. sedangkan BCA walau biaya adminnya lebih mahal dari mandiri, pulsa mengendap nya masih bisa dipakai pembayaran digital sampai nol.. mohon lebih diperbaiki lagi.",3,30,3.2.0,2026-01-03 13:00:38,"Halo Sahabat @Mahfuzo, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks~Cira

",2026-01-03 13:04:22,3.2.0
73f8b26f-72c5-45ea-9522-7cf617ea75df,Agung Ido Fukuri,https://play-lh.googleusercontent.com/a-/ALV-UjXNzpY1pgrRr4MrUx9fW5USrNzdmiPHR2kq3HqYjBVjhEzoB3q-mA,"Tolong perbaikin lagi untuk masalah transaksinya min, kadang di jam-jam tertentu selalu eror dan transaksi gagal terus. Bukan hanya di masalah aplikasinya, tapi saat mau tarik tunai di ATM pun selalu eror dan transaksi gagal.",1,27,3.2.0,2026-01-08 01:27:31,"Halo Sahabat @Agung Ido Fukuri, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Ervan",2026-01-08 01:31:59,3.2.0
dce601fb-4a5c-42f9-9120-fa035fb97326,Gempur Ankara,https://play-lh.googleusercontent.com/a-/ALV-UjVMWfD7cXR3uI9P1fGZibORleb8hmO0SAhvR10_4n63IM8V9baE,"Error setiap memasukkan pin transaksi, tulisannya transaksi tidak dapat dilakukan silahkan lakukan beberapa saat lagi. Tapi diulang 5 kali pun tetap tidak bisa, sangat merepotkan setiap transaksi terjadi hal seperti ini apalagi kalau lagi buru-buru",1,4,3.2.0,2026-02-04 20:09:15,"Halo Sahabat @Gempur Ankara, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Ervan",2026-02-04 20:13:25,3.2.0
e355b06c-0362-4097-9ba5-7debf072fef5,bhe dul,https://play-lh.googleusercontent.com/a-/ALV-UjVTGNXy5PKZNQypCfWybb9AlH_vEoRpajsVMINZVYxkkCWBrLCr,"Jauh lebih bagus livin biru yang gold nyusahin nasabahnya hanya karena kesulitan di verifikasi wajah harus bolak balik kecabangan terdekatnya, itu pun gak bisa juga cuma buang waktu yang dibutuhkan solusi agar kendala teratasi bukan mengarahkan hubungi ini, hubungi itu, kalo ada bintang 0 saya kasih dah.",1,162,3.2.0,2025-11-17 18:35:42,"Hi Sahabat @bhe dul, mohon maaf atas ketidaknyamanannya. Untuk perihal keluhan yang dialami, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Amar",2025-11-17 18:37:47,3.2.0
42fa0345-9240-4bb1-95bf-8fe8c2846cf4,Virgiawan Kroys,https://play-lh.googleusercontent.com/a/ACg8ocKNsx0IGQ3S2SfJ-OoYPkc0tsfAQUCP9WrlBx6X-fE0LsuH0A=mo,"Barusan saya buka rekening melalui aplikasi ini, setelah saya coba masuk kok susah amat ya, aplikasi menyusahkan orang ini namanya, hanya ada 2 pilihan suruh pilih belum punya rekening mandiri, punya kartu debit/kredit mandiri, jika pilih punya kartu debit/kredit malah di suruh masukkan 16 angka nomor, sedangkan nomor rekening saya hanya 13 angka, aplikasi ini sangat menyusahkan pengguna baru",1,33,3.2.0,2026-01-08 16:41:44,"Halo Sahabat @Virgiawan Kroys, mohon maaf atas ketidaknyamanannya. Apabila terdapat kendala agar dapat kami tindaklanjuti, Sahabat dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi layanan mandiri call 14000 ya. Tks~Carlos",2026-01-08 16:47:24,3.2.0
